League_Name,Team_Away,GP,Avg,0.5+,1.5+,2.5+,3.5+,4.5+,5.5+,BTS,CS,FTS,WTN,LTN
Norway - Division 3,V. Haugesund,7.0,2.71,100%,100%,57%,14%,0%,0%,86%,0%,14%,0%,14%
Norway - Division 3,Arendal,7.0,2.57,100%,86%,29%,14%,14%,14%,86%,0%,14%,0%,14%
Norway - Division 3,Traef,7.0,2.14,100%,86%,29%,0%,0%,0%,43%,0%,57%,0%,57%
Norway - Division 3,Sotra,7.0,2.0,86%,86%,29%,0%,0%,0%,43%,57%,14%,43%,0%
North Macedonia - First League,Voska Sport,17.0,3.06,100%,76%,65%,35%,18%,12%,41%,6%,53%,6%,53%
North Macedonia - First League,Brera Strumica,17.0,2.94,94%,82%,59%,35%,12%,6%,65%,18%,24%,12%,18%
North Macedonia - First League,Shkupi,16.0,2.94,88%,75%,62%,31%,19%,12%,50%,31%,31%,19%,19%
North Macedonia - First League,Besa,17.0,2.59,88%,65%,41%,35%,29%,0%,47%,12%,53%,0%,41%
North Macedonia - First League,Struga,16.0,2.5,88%,69%,38%,31%,19%,6%,62%,25%,25%,12%,12%
North Macedonia - First League,Sileks,16.0,2.31,81%,56%,44%,25%,19%,6%,31%,56%,31%,38%,12%
North Macedonia - First League,Pelister,17.0,2.29,88%,59%,47%,24%,12%,0%,35%,24%,53%,12%,41%
North Macedonia - First League,Vardar,17.0,2.18,94%,71%,35%,18%,0%,0%,29%,47%,29%,41%,24%
North Macedonia - First League,Shkendija,16.0,2.06,81%,62%,38%,19%,6%,0%,44%,50%,25%,31%,6%
North Macedonia - First League,Gostivar,16.0,1.88,81%,62%,38%,6%,0%,0%,38%,44%,38%,25%,19%
North Macedonia - First League,Rabotnicki,16.0,1.75,69%,62%,25%,12%,6%,0%,44%,44%,44%,12%,12%
North Macedonia - First League,Tikves,17.0,1.71,82%,47%,24%,18%,0%,0%,41%,24%,53%,6%,35%
Paraguay - Primera Div. - Apertura,D. Recoleta,11.0,3.09,82%,82%,64%,45%,18%,9%,73%,27%,18%,9%,0%
Paraguay - Primera Div. - Apertura,S. Trinidense,11.0,2.55,100%,73%,36%,27%,9%,9%,73%,9%,18%,9%,18%
Paraguay - Primera Div. - Apertura,Cerro Porteno,11.0,2.45,91%,64%,36%,27%,9%,9%,55%,27%,27%,18%,18%
Paraguay - Primera Div. - Apertura,Nacional,11.0,2.45,91%,64%,55%,18%,9%,9%,55%,18%,36%,9%,27%
Paraguay - Primera Div. - Apertura,S. Luqueno,11.0,2.45,91%,73%,55%,27%,0%,0%,45%,18%,45%,9%,36%
Paraguay - Primera Div. - Apertura,Libertad,11.0,2.18,91%,64%,36%,18%,9%,0%,45%,45%,18%,36%,9%
Paraguay - Primera Div. - Apertura,Guarani,11.0,2.09,91%,64%,45%,9%,0%,0%,36%,55%,18%,45%,9%
Paraguay - Primera Div. - Apertura,Olimpia,11.0,2.09,91%,73%,36%,9%,0%,0%,73%,27%,9%,18%,0%
Paraguay - Primera Div. - Apertura,S. Ameliano,11.0,1.91,82%,55%,27%,18%,9%,0%,36%,27%,55%,9%,36%
Paraguay - Primera Div. - Apertura,2 de Mayo,11.0,1.82,91%,73%,18%,0%,0%,0%,64%,27%,18%,18%,9%
Paraguay - Primera Div. - Apertura,G. Caballero,11.0,1.64,82%,36%,36%,9%,0%,0%,27%,45%,45%,27%,27%
Paraguay - Primera Div. - Apertura,A. Tembetary,11.0,1.45,82%,55%,9%,0%,0%,0%,36%,27%,55%,9%,36%
Paraguay - Primera Div. - Clausura,Olimpia,2.0,4.5,100%,100%,50%,50%,50%,50%,100%,0%,0%,0%,0%
Paraguay - Primera Div. - Clausura,S. Ameliano,2.0,4.5,100%,100%,100%,100%,50%,0%,100%,0%,0%,0%,0%
Paraguay - Primera Div. - Clausura,2 de Mayo,3.0,3.33,100%,67%,67%,67%,33%,0%,67%,33%,0%,33%,0%
Paraguay - Primera Div. - Clausura,A. Tembetary,3.0,3.0,100%,67%,67%,67%,0%,0%,67%,0%,33%,0%,33%
Paraguay - Primera Div. - Clausura,D. Recoleta,2.0,3.0,100%,50%,50%,50%,50%,0%,50%,0%,50%,0%,50%
Paraguay - Primera Div. - Clausura,G. Caballero,3.0,3.0,100%,100%,67%,33%,0%,0%,33%,0%,67%,0%,67%
Paraguay - Primera Div. - Clausura,Cerro Porteno,2.0,2.5,100%,50%,50%,50%,0%,0%,50%,50%,0%,50%,0%
Paraguay - Primera Div. - Clausura,Nacional,3.0,2.0,100%,67%,33%,0%,0%,0%,67%,33%,0%,33%,0%
Paraguay - Primera Div. - Clausura,S. Luqueno,3.0,2.0,67%,33%,33%,33%,33%,0%,33%,67%,33%,33%,0%
Paraguay - Primera Div. - Clausura,S. Trinidense,3.0,2.0,33%,33%,33%,33%,33%,33%,33%,67%,67%,0%,0%
Paraguay - Primera Div. - Clausura,Guarani,2.0,1.0,100%,0%,0%,0%,0%,0%,0%,50%,50%,50%,50%
Paraguay - Primera Div. - Clausura,Libertad,2.0,1.0,50%,50%,0%,0%,0%,0%,0%,100%,50%,50%,0%
Paraguay - Division Intermedia,Resistencia,9.0,3.11,100%,89%,67%,33%,11%,11%,89%,0%,11%,0%,11%
Paraguay - Division Intermedia,D. Santani,9.0,2.89,89%,67%,67%,33%,22%,11%,56%,11%,44%,0%,33%
Paraguay - Division Intermedia,C. River Plate,9.0,2.67,100%,78%,56%,33%,0%,0%,56%,11%,33%,11%,33%
Paraguay - Division Intermedia,Encarnacion,9.0,2.67,100%,78%,56%,22%,11%,0%,78%,0%,22%,0%,22%
Paraguay - Division Intermedia,Guarani de Fram,9.0,2.44,89%,89%,33%,22%,11%,0%,89%,11%,11%,0%,0%
Paraguay - Division Intermedia,Independiente,9.0,2.44,100%,78%,56%,11%,0%,0%,44%,22%,33%,22%,33%
Paraguay - Division Intermedia,S. Carapegua,9.0,2.33,78%,78%,44%,22%,11%,0%,67%,33%,22%,11%,0%
Paraguay - Division Intermedia,12 de Junio VH,9.0,2.11,100%,56%,44%,11%,0%,0%,33%,56%,11%,56%,11%
Paraguay - Division Intermedia,San Lorenzo,9.0,2.11,100%,89%,22%,0%,0%,0%,56%,33%,11%,33%,11%
Paraguay - Division Intermedia,Guairena,9.0,2.0,89%,56%,33%,11%,11%,0%,22%,33%,56%,22%,44%
Paraguay - Division Intermedia,Rubio Nu,9.0,2.0,67%,44%,22%,22%,22%,11%,44%,44%,44%,11%,11%
Paraguay - Division Intermedia,Sol de America,9.0,1.89,78%,67%,22%,22%,0%,0%,22%,33%,67%,11%,44%
Paraguay - Division Intermedia,Tacuary,9.0,1.89,89%,44%,33%,22%,0%,0%,33%,33%,44%,22%,33%
Paraguay - Division Intermedia,D. Capiata,9.0,1.78,89%,56%,22%,11%,0%,0%,33%,44%,33%,33%,22%
Paraguay - Division Intermedia,Pastoreo,9.0,1.78,78%,56%,11%,11%,11%,11%,44%,22%,56%,0%,33%
Paraguay - Division Intermedia,F. de la Mora,9.0,1.44,78%,44%,22%,0%,0%,0%,22%,22%,78%,0%,56%
Peru - Liga 1 - Apertura,Binacional,9.0,3.56,100%,89%,67%,56%,33%,11%,56%,22%,22%,22%,22%
Peru - Liga 1 - Apertura,Cajamarca,9.0,3.56,100%,78%,67%,33%,33%,33%,56%,11%,33%,11%,33%
Peru - Liga 1 - Apertura,A. Huanuco,9.0,3.33,100%,78%,56%,56%,33%,11%,56%,11%,33%,11%,33%
Peru - Liga 1 - Apertura,ADT,9.0,3.22,100%,89%,67%,44%,22%,0%,56%,11%,33%,11%,33%
Peru - Liga 1 - Apertura,Juan Pablo II,9.0,3.11,100%,78%,56%,44%,22%,11%,33%,0%,67%,0%,67%
Peru - Liga 1 - Apertura,Sport Boys,9.0,3.11,100%,78%,67%,44%,11%,11%,56%,11%,33%,11%,33%
Peru - Liga 1 - Apertura,Atletico Grau,9.0,2.89,89%,89%,56%,22%,11%,11%,56%,22%,33%,11%,22%
Peru - Liga 1 - Apertura,Comerciantes U.,9.0,2.89,100%,89%,44%,22%,22%,11%,44%,11%,44%,11%,44%
Peru - Liga 1 - Apertura,Cusco,9.0,2.89,89%,78%,78%,22%,11%,11%,67%,11%,33%,0%,22%
Peru - Liga 1 - Apertura,FBC Melgar,9.0,2.89,100%,89%,44%,33%,22%,0%,89%,11%,0%,11%,0%
Peru - Liga 1 - Apertura,S. Cristal,9.0,2.78,100%,67%,44%,44%,22%,0%,56%,11%,33%,11%,33%
Peru - Liga 1 - Apertura,D. Garcilaso,9.0,2.67,78%,67%,67%,33%,22%,0%,56%,33%,33%,11%,11%
Peru - Liga 1 - Apertura,Los Chankas,9.0,2.56,89%,78%,56%,11%,11%,11%,67%,11%,33%,0%,22%
Peru - Liga 1 - Apertura,Alianza A.,9.0,2.22,89%,67%,44%,11%,11%,0%,44%,33%,33%,22%,22%
Peru - Liga 1 - Apertura,Cienciano,9.0,2.11,78%,56%,33%,33%,11%,0%,56%,33%,33%,11%,11%
Peru - Liga 1 - Apertura,Sport Huancayo,9.0,2.11,89%,56%,44%,22%,0%,0%,44%,33%,33%,22%,22%
Peru - Liga 1 - Apertura,Universitario,9.0,2.0,100%,78%,11%,11%,0%,0%,33%,44%,22%,44%,22%
Peru - Liga 1 - Apertura,Alianza Lima,9.0,1.78,89%,44%,33%,11%,0%,0%,33%,56%,22%,44%,11%
Peru - Liga 1 - Apertura,Ayacucho,9.0,1.78,89%,56%,33%,0%,0%,0%,33%,33%,44%,22%,33%
Philippines - PFL,Mendiola,9.0,5.22,100%,89%,89%,67%,44%,44%,56%,11%,33%,11%,33%
Philippines - PFL,Manila Digger,9.0,4.33,100%,67%,56%,44%,44%,33%,33%,67%,0%,67%,0%
Philippines - PFL,Loyola,9.0,3.56,100%,78%,78%,56%,33%,11%,56%,33%,11%,33%,11%
Philippines - PFL,DH Cebu,8.0,3.5,88%,88%,75%,62%,25%,12%,62%,38%,12%,25%,0%
Philippines - PFL,PFF Development,10.0,3.3,80%,80%,60%,60%,20%,10%,30%,20%,70%,0%,50%
Philippines - PFL,Kaya FC,8.0,3.13,100%,62%,50%,25%,25%,25%,62%,25%,12%,25%,12%
Philippines - PFL,Stallion,9.0,3.11,100%,78%,44%,44%,33%,11%,44%,33%,22%,33%,22%
Philippines - PFL,One Taguig,9.0,2.89,89%,89%,56%,33%,22%,0%,44%,44%,22%,33%,11%
Philippines - PFL,Maharlika,10.0,2.8,90%,70%,60%,30%,30%,0%,30%,40%,40%,30%,30%
Philippines - PFL,Davao Aguilas,9.0,2.33,100%,67%,44%,22%,0%,0%,22%,67%,11%,67%,11%
Poland - Ekstraklasa,Lech Poznan,1.0,7.0,100%,100%,100%,100%,100%,100%,100%,0%,0%,0%,0%
Poland - Ekstraklasa,Pogon Szczecin,1.0,6.0,100%,100%,100%,100%,100%,100%,100%,0%,0%,0%,0%
Poland - Ekstraklasa,Cracovia Krakow,1.0,5.0,100%,100%,100%,100%,100%,0%,100%,0%,0%,0%,0%
Poland - Ekstraklasa,Motor Lublin,1.0,5.0,100%,100%,100%,100%,100%,0%,100%,0%,0%,0%,0%
Poland - Ekstraklasa,Widzew Lodz,1.0,5.0,100%,100%,100%,100%,100%,0%,100%,0%,0%,0%,0%
Poland - Ekstraklasa,Lechia Gdansk,1.0,3.0,100%,100%,100%,0%,0%,0%,100%,0%,0%,0%,0%
Poland - Ekstraklasa,T. Nieciecza,2.0,3.0,100%,100%,50%,50%,0%,0%,0%,50%,50%,50%,50%
Poland - Ekstraklasa,Wisla Plock,1.0,3.0,100%,100%,100%,0%,0%,0%,100%,0%,0%,0%,0%
Poland - Ekstraklasa,Zaglebie Lubin,2.0,2.5,100%,50%,50%,50%,0%,0%,50%,0%,50%,0%,50%
Poland - Ekstraklasa,Korona Kielce,1.0,2.0,100%,100%,0%,0%,0%,0%,0%,0%,100%,0%,100%
Poland - Ekstraklasa,Legia Warsaw,1.0,2.0,100%,100%,0%,0%,0%,0%,0%,100%,0%,100%,0%
Poland - Ekstraklasa,Radomiak Radom,1.0,2.0,100%,100%,0%,0%,0%,0%,100%,0%,0%,0%,0%
Poland - Ekstraklasa,Arka Gdynia,1.0,1.0,100%,0%,0%,0%,0%,0%,0%,0%,100%,0%,100%
Poland - Ekstraklasa,Gornik Zabrze,1.0,1.0,100%,0%,0%,0%,0%,0%,0%,100%,0%,100%,0%
Poland - Ekstraklasa,Rakow C.,1.0,1.0,100%,0%,0%,0%,0%,0%,0%,100%,0%,100%,0%
Poland - 1. Liga,Stal Mielec,1.0,9.0,100%,100%,100%,100%,100%,100%,100%,0%,0%,0%,0%
Poland - 1. Liga,LKS Lodz,1.0,5.0,100%,100%,100%,100%,100%,0%,0%,0%,100%,0%,100%
Poland - 1. Liga,Miedz Legnica,2.0,5.0,100%,100%,100%,50%,50%,50%,100%,0%,0%,0%,0%
Poland - 1. Liga,Wisla Krakow,1.0,4.0,100%,100%,100%,100%,0%,0%,0%,100%,0%,100%,0%
Poland - 1. Liga,Gornik Leczna,1.0,3.0,100%,100%,100%,0%,0%,0%,100%,0%,0%,0%,0%
Poland - 1. Liga,Odra Opole,1.0,3.0,100%,100%,100%,0%,0%,0%,0%,0%,100%,0%,100%
Poland - 1. Liga,Pogon Siedlce,1.0,3.0,100%,100%,100%,0%,0%,0%,100%,0%,0%,0%,0%
Poland - 1. Liga,Slask Wroclaw,1.0,3.0,100%,100%,100%,0%,0%,0%,100%,0%,0%,0%,0%
Poland - 1. Liga,Stal Rzeszow,1.0,3.0,100%,100%,100%,0%,0%,0%,100%,0%,0%,0%,0%
Poland - 1. Liga,Tychy,1.0,3.0,100%,100%,100%,0%,0%,0%,100%,0%,0%,0%,0%
Poland - 1. Liga,Pogon Grodzisk,1.0,2.0,100%,100%,0%,0%,0%,0%,100%,0%,0%,0%,0%
Poland - 1. Liga,Polonia Bytom,2.0,2.0,100%,50%,50%,0%,0%,0%,0%,100%,0%,100%,0%
Poland - 1. Liga,Polonia Warszaw,1.0,2.0,100%,100%,0%,0%,0%,0%,100%,0%,0%,0%,0%
Poland - 1. Liga,Ruch Chorzow,1.0,2.0,100%,100%,0%,0%,0%,0%,100%,0%,0%,0%,0%
Poland - 1. Liga,Wieczysta K.,1.0,2.0,100%,100%,0%,0%,0%,0%,100%,0%,0%,0%,0%
Poland - 1. Liga,Znicz Pruszkow,1.0,1.0,100%,0%,0%,0%,0%,0%,0%,0%,100%,0%,100%
Portugal - Liga Portugal,Sporting CP,17.0,3.65,94%,88%,76%,41%,29%,18%,47%,53%,6%,47%,0%
Portugal - Liga Portugal,Estoril,17.0,3.24,94%,82%,76%,53%,12%,6%,59%,12%,35%,6%,29%
Portugal - Liga Portugal,Famalicao,17.0,3.0,94%,94%,71%,24%,12%,6%,71%,24%,12%,18%,6%
Portugal - Liga Portugal,Arouca,17.0,2.88,94%,76%,65%,47%,6%,0%,65%,18%,24%,12%,18%
Portugal - Liga Portugal,Moreirense,17.0,2.88,100%,76%,59%,41%,12%,0%,59%,18%,24%,18%,24%
Portugal - Liga Portugal,Benfica,17.0,2.82,100%,88%,53%,24%,18%,0%,53%,35%,12%,35%,12%
Portugal - Liga Portugal,AVS,17.0,2.71,88%,76%,41%,29%,24%,12%,53%,24%,35%,12%,24%
Portugal - Liga Portugal,FC Porto,17.0,2.65,100%,82%,47%,24%,12%,0%,35%,41%,24%,41%,24%
Portugal - Liga Portugal,Rio Ave,17.0,2.65,100%,76%,47%,24%,12%,6%,41%,12%,47%,12%,47%
Portugal - Liga Portugal,Boavista,17.0,2.59,94%,65%,59%,29%,12%,0%,41%,24%,41%,18%,35%
Portugal - Liga Portugal,Gil Vicente,17.0,2.59,94%,76%,47%,24%,12%,6%,53%,18%,35%,12%,29%
Portugal - Liga Portugal,Casa Pia,17.0,2.47,88%,76%,47%,24%,12%,0%,53%,24%,35%,12%,24%
Portugal - Liga Portugal,Farense,17.0,2.18,82%,65%,41%,24%,6%,0%,53%,24%,41%,6%,24%
Portugal - Liga Portugal,Guimaraes,17.0,2.12,94%,59%,35%,24%,0%,0%,47%,24%,35%,18%,29%
Portugal - Liga Portugal,Santa Clara,17.0,2.12,94%,65%,29%,12%,12%,0%,47%,24%,35%,18%,29%
Portugal - Liga Portugal,Sporting Braga,17.0,1.94,88%,65%,41%,0%,0%,0%,47%,53%,12%,41%,0%
Portugal - Liga Portugal,Estrela Amadora,17.0,1.88,94%,53%,18%,12%,6%,6%,24%,18%,65%,12%,59%
Portugal - Liga Portugal,Nacional,17.0,1.88,94%,59%,29%,6%,0%,0%,29%,18%,59%,12%,53%
Portugal - Liga Portugal 2,Oliveirense,17.0,3.18,88%,82%,76%,41%,18%,6%,53%,18%,41%,6%,29%
Portugal - Liga Portugal 2,Benfica B,17.0,2.94,94%,88%,53%,29%,24%,6%,71%,18%,18%,12%,12%
Portugal - Liga Portugal 2,Maritimo,17.0,2.88,94%,76%,53%,35%,24%,6%,65%,24%,18%,18%,12%
Portugal - Liga Portugal 2,Academico Viseu,17.0,2.82,100%,88%,35%,29%,18%,6%,59%,18%,24%,18%,24%
Portugal - Liga Portugal 2,Uniao de Leiria,17.0,2.82,100%,76%,65%,24%,18%,0%,59%,29%,12%,29%,12%
Portugal - Liga Portugal 2,Penafiel,17.0,2.76,100%,71%,53%,35%,12%,6%,53%,18%,29%,18%,29%
Portugal - Liga Portugal 2,Tondela,17.0,2.76,100%,82%,47%,47%,0%,0%,65%,29%,6%,29%,6%
Portugal - Liga Portugal 2,Alverca,17.0,2.53,100%,76%,41%,24%,12%,0%,71%,18%,12%,18%,12%
Portugal - Liga Portugal 2,Mafra,17.0,2.53,94%,82%,53%,18%,6%,0%,47%,12%,47%,6%,41%
Portugal - Liga Portugal 2,Felgueiras,17.0,2.47,88%,82%,41%,24%,12%,0%,59%,24%,29%,12%,18%
Portugal - Liga Portugal 2,Torreense,17.0,2.47,94%,82%,53%,18%,0%,0%,65%,18%,24%,12%,18%
Portugal - Liga Portugal 2,Portimonense,17.0,2.41,88%,76%,47%,18%,12%,0%,41%,24%,47%,12%,35%
Portugal - Liga Portugal 2,FC Porto B,17.0,2.35,88%,71%,47%,18%,6%,6%,47%,24%,41%,12%,29%
Portugal - Liga Portugal 2,Vizela,17.0,2.29,88%,59%,35%,18%,18%,12%,53%,41%,18%,29%,6%
Portugal - Liga Portugal 2,Pacos Ferreira,17.0,2.18,94%,59%,41%,12%,6%,6%,35%,29%,41%,24%,35%
Portugal - Liga Portugal 2,Leixoes,17.0,2.12,82%,59%,41%,24%,6%,0%,41%,29%,47%,12%,29%
Portugal - Liga Portugal 2,Chaves,17.0,2.0,82%,65%,47%,6%,0%,0%,53%,35%,29%,18%,12%
Portugal - Liga Portugal 2,Feirense,17.0,1.71,76%,47%,35%,6%,6%,0%,35%,35%,53%,12%,29%
Qatar - Stars League,Al Sadd,11.0,4.18,100%,91%,91%,64%,36%,27%,64%,36%,0%,36%,0%
Qatar - Stars League,Al Ahli Doha,11.0,3.91,100%,82%,73%,64%,45%,27%,55%,27%,18%,27%,18%
Qatar - Stars League,Al Rayyan,11.0,3.91,100%,91%,91%,36%,18%,18%,73%,9%,18%,9%,18%
Qatar - Stars League,Al Arabi,11.0,3.82,82%,73%,64%,55%,45%,36%,55%,18%,45%,0%,27%
Qatar - Stars League,Al Shahaniya,11.0,3.55,91%,82%,82%,45%,27%,27%,73%,18%,18%,9%,9%
Qatar - Stars League,Umm Salal,11.0,3.27,100%,82%,82%,55%,9%,0%,45%,18%,36%,18%,36%
Qatar - Stars League,Al Duhail,11.0,3.09,91%,73%,45%,27%,27%,18%,36%,55%,18%,45%,9%
Qatar - Stars League,Qatar SC,11.0,3.09,100%,82%,55%,36%,27%,9%,64%,27%,9%,27%,9%
Qatar - Stars League,Al Gharafa,11.0,3.0,91%,73%,55%,45%,18%,18%,73%,18%,18%,9%,9%
Qatar - Stars League,Al Wakrah,11.0,2.91,100%,73%,45%,27%,9%,9%,45%,27%,27%,27%,27%
Qatar - Stars League,Al Khor,11.0,2.82,91%,82%,64%,27%,9%,9%,64%,18%,27%,9%,18%
Qatar - Stars League,Al Shamal,11.0,2.64,100%,82%,55%,18%,9%,0%,55%,18%,27%,18%,27%
Romania - Liga 1,Csikszereda,1.0,7.0,100%,100%,100%,100%,100%,100%,100%,0%,0%,0%,0%
Romania - Liga 1,Univ. Craiova,1.0,6.0,100%,100%,100%,100%,100%,100%,100%,0%,0%,0%,0%
Romania - Liga 1,Otelul,1.0,5.0,100%,100%,100%,100%,100%,0%,100%,0%,0%,0%,0%
Romania - Liga 1,Metaloglobus,1.0,4.0,100%,100%,100%,100%,0%,0%,100%,0%,0%,0%,0%
Romania - Liga 1,U. Cluj,2.0,4.0,100%,100%,100%,50%,50%,0%,100%,0%,0%,0%,0%
Romania - Liga 1,Din. Bucharest,2.0,3.5,100%,100%,100%,50%,0%,0%,100%,0%,0%,0%,0%
Romania - Liga 1,Unirea Slobozia,2.0,3.5,100%,100%,100%,50%,0%,0%,50%,0%,50%,0%,50%
Romania - Liga 1,Arges,2.0,3.0,100%,100%,50%,50%,0%,0%,50%,50%,0%,50%,0%
Romania - Liga 1,Farul Constanta,2.0,2.5,100%,100%,50%,0%,0%,0%,100%,0%,0%,0%,0%
Romania - Liga 1,CFR Cluj,1.0,2.0,100%,100%,0%,0%,0%,0%,100%,0%,0%,0%,0%
Romania - Liga 1,Rapid Bucharest,2.0,2.0,100%,100%,0%,0%,0%,0%,0%,100%,0%,100%,0%
Romania - Liga 1,UTA Arad,1.0,2.0,100%,100%,0%,0%,0%,0%,100%,0%,0%,0%,0%
Romania - Liga 1,Hermannstadt,2.0,1.5,100%,50%,0%,0%,0%,0%,50%,0%,50%,0%,50%
Romania - Liga 1,Petrolul,2.0,1.5,50%,50%,50%,0%,0%,0%,0%,100%,50%,50%,0%
Romania - Liga 1,FCSB,1.0,1.0,100%,0%,0%,0%,0%,0%,0%,100%,0%,100%,0%
Romania - Liga 1,Botosani,1.0,0.0,0%,0%,0%,0%,0%,0%,0%,100%,100%,0%,0%
Serbia - Super Liga,OFK Beograd,1.0,8.0,100%,100%,100%,100%,100%,100%,100%,0%,0%,0%,0%
Serbia - Super Liga,Cukaricki,1.0,4.0,100%,100%,100%,100%,0%,0%,100%,0%,0%,0%,0%
Serbia - Super Liga,Javor Ivanjica,1.0,4.0,100%,100%,100%,100%,0%,0%,0%,0%,100%,0%,100%
Serbia - Super Liga,Mladost Lucani,1.0,4.0,100%,100%,100%,100%,0%,0%,100%,0%,0%,0%,0%
Serbia - Super Liga,Novi Pazar,1.0,4.0,100%,100%,100%,100%,0%,0%,100%,0%,0%,0%,0%
Serbia - Super Liga,S. Subotica,1.0,4.0,100%,100%,100%,100%,0%,0%,100%,0%,0%,0%,0%
Serbia - Super Liga,Vojvodina,1.0,4.0,100%,100%,100%,100%,0%,0%,100%,0%,0%,0%,0%
Serbia - Super Liga,Radnicki Nis,1.0,3.0,100%,100%,100%,0%,0%,0%,100%,0%,0%,0%,0%
Serbia - Super Liga,IMT N. Beograd,1.0,2.0,100%,100%,0%,0%,0%,0%,100%,0%,0%,0%,0%
Serbia - Super Liga,R. Surdulica,1.0,2.0,100%,100%,0%,0%,0%,0%,0%,0%,100%,0%,100%
Serbia - Super Liga,Z. Pancevo,1.0,2.0,100%,100%,0%,0%,0%,0%,100%,0%,0%,0%,0%
Serbia - Super Liga,Napredak,1.0,1.0,100%,0%,0%,0%,0%,0%,0%,0%,100%,0%,100%
Serbia - Super Liga,Partizan,1.0,1.0,100%,0%,0%,0%,0%,0%,0%,100%,0%,100%,0%
Serbia - Super Liga,Backa Topola,1.0,0.0,0%,0%,0%,0%,0%,0%,0%,100%,100%,0%,0%
Singapore - Premier League,Khalsa,16.0,5.0,100%,88%,88%,88%,50%,31%,62%,31%,6%,31%,6%
Singapore - Premier League,Tanjong Pagar,16.0,4.81,100%,100%,88%,69%,69%,38%,69%,0%,31%,0%,31%
Singapore - Premier League,Geylang,16.0,4.75,100%,100%,88%,75%,50%,31%,81%,19%,0%,19%,0%
Singapore - Premier League,Hougang,16.0,4.19,100%,88%,69%,50%,38%,38%,88%,6%,6%,6%,6%
Singapore - Premier League,Tampines Rovers,16.0,4.06,100%,94%,75%,56%,44%,25%,56%,38%,6%,38%,6%
Singapore - Premier League,Lion City,16.0,3.94,94%,88%,62%,56%,44%,38%,56%,44%,6%,38%,0%
Singapore - Premier League,DPMM FC,16.0,3.88,94%,88%,81%,56%,44%,19%,69%,6%,31%,0%,25%
Singapore - Premier League,Young Lions,16.0,3.88,94%,94%,81%,69%,25%,12%,75%,12%,19%,6%,12%
Singapore - Premier League,A. Niigata (S),16.0,3.81,94%,75%,75%,56%,50%,19%,62%,12%,31%,6%,25%
Slovenia - Prva Liga,Domzale,1.0,5.0,100%,100%,100%,100%,100%,0%,100%,0%,0%,0%,0%
Slovenia - Prva Liga,Aluminij,1.0,3.0,100%,100%,100%,0%,0%,0%,100%,0%,0%,0%,0%
Slovenia - Prva Liga,Bravo,1.0,3.0,100%,100%,100%,0%,0%,0%,100%,0%,0%,0%,0%
Slovenia - Prva Liga,Maribor,1.0,3.0,100%,100%,100%,0%,0%,0%,100%,0%,0%,0%,0%
Slovenia - Prva Liga,NK Celje,1.0,3.0,100%,100%,100%,0%,0%,0%,100%,0%,0%,0%,0%
Slovenia - Prva Liga,NK Olimpija,1.0,3.0,100%,100%,100%,0%,0%,0%,0%,100%,0%,100%,0%
Slovenia - Prva Liga,Primorje,1.0,2.0,100%,100%,0%,0%,0%,0%,0%,0%,100%,0%,100%
Slovenia - Prva Liga,Radomlje,1.0,2.0,100%,100%,0%,0%,0%,0%,0%,0%,100%,0%,100%
Slovenia - Prva Liga,Mura,2.0,1.5,100%,50%,0%,0%,0%,0%,0%,0%,100%,0%,100%
Slovakia - Fortuna Liga,FC Kosice,1.0,4.0,100%,100%,100%,100%,0%,0%,100%,0%,0%,0%,0%
Slovakia - Fortuna Liga,S. Bratislava,1.0,4.0,100%,100%,100%,100%,0%,0%,100%,0%,0%,0%,0%
Slovakia - Fortuna Liga,Ruzomberok,1.0,3.0,100%,100%,100%,0%,0%,0%,0%,0%,100%,0%,100%
Slovakia - Fortuna Liga,Trencin,1.0,3.0,100%,100%,100%,0%,0%,0%,100%,0%,0%,0%,0%
Slovakia - Fortuna Liga,Z. Michalovce,1.0,2.0,100%,100%,0%,0%,0%,0%,100%,0%,0%,0%,0%
Slovakia - Fortuna Liga,Zilina,1.0,0.0,0%,0%,0%,0%,0%,0%,0%,100%,100%,0%,0%
South Africa - Premier Division ,Marumo G.,14.0,2.71,100%,64%,43%,21%,14%,7%,50%,14%,36%,14%,36%
South Africa - Premier Division ,Mamelodi S.,14.0,2.5,100%,71%,50%,14%,7%,7%,43%,43%,14%,43%,14%
South Africa - Premier Division ,TS Galaxy,14.0,2.43,100%,86%,36%,14%,7%,0%,86%,0%,14%,0%,14%
South Africa - Premier Division ,Sekhukhune,14.0,2.36,100%,79%,43%,7%,7%,0%,57%,29%,14%,29%,14%
South Africa - Premier Division ,AmaZulu,14.0,2.21,93%,50%,43%,21%,7%,7%,43%,29%,36%,21%,29%
South Africa - Premier Division ,Stellenbosch,14.0,2.21,86%,64%,43%,14%,14%,0%,36%,50%,29%,36%,14%
South Africa - Premier Division ,SuperSport Utd,14.0,2.0,86%,64%,29%,14%,7%,0%,50%,21%,43%,7%,29%
South Africa - Premier Division ,Kaizer Chiefs,14.0,1.93,93%,57%,29%,14%,0%,0%,43%,14%,50%,7%,43%
South Africa - Premier Division ,Cape Town City,14.0,1.86,86%,57%,29%,7%,7%,0%,14%,29%,71%,14%,57%
South Africa - Premier Division ,Orlando Pirates,14.0,1.86,93%,50%,29%,7%,7%,0%,36%,50%,21%,43%,14%
