League_Name,Team_Overall,GP,Avg,0.5+,1.5+,2.5+,3.5+,4.5+,5.5+,BTS,CS,FTS,WTN,LTN
Lithuania - A Lyga,Dziugas Telsiai,19.0,1.89,100%,58%,21%,5%,5%,0%,32%,32%,37%,32%,37%
Lithuania - 1st League,Panevezys B,15.0,4.13,100%,93%,80%,53%,40%,33%,47%,7%,47%,7%,47%
Lithuania - 1st League,TransINVEST,15.0,3.93,100%,93%,87%,53%,27%,13%,47%,53%,0%,53%,0%
Lithuania - 1st League,Babrungas,15.0,3.73,93%,80%,67%,53%,40%,27%,80%,20%,7%,13%,0%
Lithuania - 1st League,Siauliai B,15.0,3.67,93%,87%,73%,60%,27%,20%,53%,20%,33%,13%,27%
Lithuania - 1st League,Zalgiris B,15.0,3.67,100%,100%,67%,47%,40%,7%,80%,7%,13%,7%,13%
Lithuania - 1st League,Kauno Z. B,15.0,3.13,100%,80%,53%,40%,20%,13%,53%,20%,27%,20%,27%
Lithuania - 1st League,Neptuna K.,15.0,3.13,100%,93%,53%,33%,13%,13%,40%,47%,13%,47%,13%
Lithuania - 1st League,Nevezis,15.0,3.13,100%,73%,67%,47%,20%,7%,60%,27%,13%,27%,13%
Lithuania - 1st League,Hegelmann B,15.0,2.93,100%,87%,47%,20%,20%,13%,67%,7%,27%,7%,27%
Lithuania - 1st League,BFA Vilnius,15.0,2.73,100%,73%,53%,33%,13%,0%,40%,47%,13%,47%,13%
Lithuania - 1st League,Ekranas,15.0,2.73,93%,73%,47%,33%,20%,7%,47%,13%,47%,7%,40%
Lithuania - 1st League,Be1 NFA,15.0,2.6,93%,80%,53%,20%,7%,7%,53%,13%,40%,7%,33%
Lithuania - 1st League,Atmosfera,15.0,2.47,100%,60%,40%,20%,20%,7%,53%,20%,27%,20%,27%
Lithuania - 1st League,Tauras,15.0,2.47,87%,73%,47%,27%,7%,7%,47%,47%,20%,33%,7%
Lithuania - 1st League,Minija,15.0,2.4,93%,67%,47%,27%,7%,0%,33%,33%,40%,27%,33%
Lithuania - 1st League,Jonava,15.0,1.4,80%,40%,13%,7%,0%,0%,27%,40%,53%,20%,33%
Malaysia - Super League,Johor Darul,24.0,4.08,100%,96%,83%,58%,29%,21%,33%,67%,0%,67%,0%
Malaysia - Super League,Kelantan United,24.0,4.08,100%,83%,75%,50%,42%,25%,46%,4%,50%,4%,50%
Malaysia - Super League,Pahang,24.0,3.08,96%,83%,54%,42%,21%,12%,58%,21%,25%,17%,21%
Malaysia - Super League,Sabah,24.0,3.08,92%,79%,62%,42%,21%,8%,62%,21%,25%,12%,17%
Malaysia - Super League,Kuala Lumpur,24.0,3.04,96%,79%,62%,29%,21%,12%,58%,21%,25%,17%,21%
Malaysia - Super League,Kedah,24.0,3.0,100%,71%,46%,33%,25%,17%,38%,25%,38%,25%,38%
Malaysia - Super League,Negeri Sembilan,24.0,3.0,96%,92%,67%,38%,8%,0%,54%,12%,38%,8%,33%
Malaysia - Super League,Perak,24.0,3.0,96%,79%,54%,33%,21%,12%,54%,29%,21%,25%,17%
Malaysia - Super League,Pulau Pinang,24.0,2.88,92%,71%,46%,38%,25%,12%,42%,29%,38%,21%,29%
Malaysia - Super League,Kuching,24.0,2.75,100%,96%,54%,25%,0%,0%,67%,25%,8%,25%,8%
Malaysia - Super League,PDRM,24.0,2.54,100%,79%,38%,21%,12%,4%,54%,12%,33%,12%,33%
Malaysia - Super League,Terengganu,24.0,2.54,96%,71%,46%,29%,8%,4%,50%,25%,29%,21%,25%
Malaysia - Super League,Selangor,24.0,2.5,96%,71%,46%,21%,8%,4%,33%,54%,17%,50%,12%
Malta - Premier League,Melita,27.0,3.15,96%,89%,56%,37%,22%,11%,56%,22%,26%,19%,22%
Malta - Premier League,Zabbar,27.0,2.96,100%,81%,67%,33%,7%,7%,52%,26%,22%,26%,22%
Malta - Premier League,Naxxar Lions,27.0,2.81,93%,78%,56%,26%,15%,11%,41%,15%,52%,7%,44%
Malta - Premier League,Marsaxlokk,27.0,2.7,93%,70%,52%,30%,15%,7%,59%,26%,22%,19%,15%
Malta - Premier League,Mosta,27.0,2.7,100%,74%,48%,26%,15%,7%,48%,19%,33%,19%,33%
Malta - Premier League,Balzan,27.0,2.67,89%,78%,56%,19%,15%,7%,48%,19%,44%,7%,33%
Malta - Premier League,Hamrun Spartans,27.0,2.59,93%,70%,48%,22%,15%,7%,48%,30%,30%,22%,22%
Malta - Premier League,Hibernians,27.0,2.59,93%,81%,41%,26%,19%,0%,44%,30%,33%,22%,26%
Malta - Premier League,Birkirkara,27.0,2.44,96%,74%,33%,19%,11%,7%,37%,52%,15%,48%,11%
Malta - Premier League,Gzira Utd,27.0,2.37,93%,67%,48%,22%,7%,0%,48%,26%,33%,19%,26%
Malta - Premier League,Sliema,27.0,2.37,93%,59%,41%,30%,11%,4%,41%,41%,26%,33%,19%
Malta - Premier League,Floriana,27.0,2.26,89%,74%,41%,15%,4%,4%,41%,52%,19%,41%,7%
Mexico - Liga MX - Clausura,Necaxa,17.0,3.82,100%,88%,82%,53%,29%,12%,71%,24%,6%,24%,6%
Mexico - Liga MX - Clausura,Tijuana,17.0,3.76,100%,100%,82%,41%,29%,18%,76%,12%,12%,12%,12%
Mexico - Liga MX - Clausura,Toluca,17.0,3.71,100%,88%,76%,47%,35%,18%,65%,29%,6%,29%,6%
Mexico - Liga MX - Clausura,Atlas,17.0,3.35,88%,88%,65%,47%,29%,12%,76%,12%,24%,0%,12%
Mexico - Liga MX - Clausura,Monterrey,17.0,3.24,100%,82%,59%,41%,24%,18%,76%,18%,6%,18%,6%
Mexico - Liga MX - Clausura,A. San Luis,17.0,3.12,100%,82%,82%,35%,12%,0%,65%,6%,29%,6%,29%
Mexico - Liga MX - Clausura,Pachuca,17.0,3.06,88%,76%,71%,29%,24%,6%,76%,24%,12%,12%,0%
Mexico - Liga MX - Clausura,Santos Laguna,17.0,3.0,100%,82%,59%,29%,24%,6%,53%,6%,41%,6%,41%
Mexico - Liga MX - Clausura,Pumas UNAM,17.0,2.88,88%,76%,59%,35%,24%,6%,65%,24%,24%,12%,12%
Mexico - Liga MX - Clausura,Club Leon,17.0,2.65,100%,82%,65%,6%,6%,6%,76%,18%,6%,18%,6%
Mexico - Liga MX - Clausura,CF America,17.0,2.59,88%,71%,53%,29%,18%,0%,35%,53%,24%,41%,12%
Mexico - Liga MX - Clausura,Cruz Azul,17.0,2.47,94%,71%,47%,24%,12%,0%,65%,29%,12%,24%,6%
Mexico - Liga MX - Clausura,Mazatlan,17.0,2.47,100%,76%,41%,18%,12%,0%,65%,12%,24%,12%,24%
Mexico - Liga MX - Clausura,Queretaro,17.0,2.41,100%,65%,35%,18%,18%,6%,41%,24%,35%,24%,35%
Mexico - Liga MX - Clausura,Guadalajara,17.0,2.29,94%,71%,41%,18%,6%,0%,71%,24%,12%,18%,6%
Mexico - Liga MX - Clausura,Tigres,17.0,2.24,88%,65%,59%,12%,0%,0%,47%,29%,35%,18%,24%
Mexico - Liga MX - Clausura,Juarez,17.0,2.18,94%,65%,35%,24%,0%,0%,41%,29%,35%,24%,29%
Mexico - Liga MX - Clausura,Puebla,17.0,2.18,94%,71%,35%,12%,6%,0%,41%,18%,47%,12%,41%
Netherlands - Eredivisie,PSV Eindhoven,34.0,4.18,100%,97%,85%,65%,41%,18%,68%,26%,6%,26%,6%
Netherlands - Eredivisie,RKC Waalwijk,34.0,3.47,97%,97%,68%,41%,26%,9%,59%,12%,32%,9%,29%
Netherlands - Eredivisie,Feyenoord,34.0,3.35,94%,91%,59%,38%,32%,12%,62%,29%,15%,24%,9%
Netherlands - Eredivisie,Go Ahead Eagles,34.0,3.29,97%,82%,62%,41%,29%,12%,56%,26%,21%,24%,18%
Netherlands - Eredivisie,FC Twente,34.0,3.26,100%,88%,53%,35%,24%,12%,62%,32%,6%,32%,6%
Netherlands - Eredivisie,FC Utrecht,34.0,3.15,94%,76%,59%,44%,24%,12%,62%,26%,18%,21%,12%
Netherlands - Eredivisie,Heracles Almelo,34.0,3.09,91%,79%,56%,38%,26%,12%,65%,18%,26%,9%,18%
Netherlands - Eredivisie,Ajax Amsterdam,34.0,2.91,100%,88%,56%,32%,9%,3%,47%,47%,6%,47%,6%
Netherlands - Eredivisie,Heerenveen,34.0,2.91,100%,82%,53%,26%,9%,9%,53%,18%,29%,18%,29%
Netherlands - Eredivisie,NEC Nijmegen,34.0,2.85,97%,76%,59%,24%,21%,9%,47%,29%,26%,26%,24%
Netherlands - Eredivisie,AZ Alkmaar,34.0,2.79,94%,71%,59%,26%,12%,6%,56%,35%,15%,29%,9%
Netherlands - Eredivisie,PEC Zwolle,34.0,2.76,97%,76%,44%,32%,15%,12%,56%,18%,29%,15%,26%
Netherlands - Eredivisie,FC Groningen,34.0,2.74,91%,71%,50%,35%,18%,6%,53%,21%,35%,12%,26%
Netherlands - Eredivisie,NAC Breda,34.0,2.71,97%,79%,50%,26%,15%,3%,59%,15%,29%,12%,26%
Netherlands - Eredivisie,Fortuna Sittard,34.0,2.68,94%,71%,50%,29%,18%,3%,44%,29%,32%,24%,26%
Netherlands - Eredivisie,Willem II,34.0,2.65,97%,79%,44%,24%,12%,3%,56%,15%,32%,12%,29%
Netherlands - Eredivisie,Almere City,34.0,2.56,91%,68%,47%,26%,15%,3%,38%,21%,50%,12%,41%
Netherlands - Eredivisie,Sparta,34.0,2.41,97%,85%,41%,15%,3%,0%,59%,18%,26%,15%,24%
Netherlands - Eerste Divisie,Jong PSV,38.0,3.71,100%,92%,74%,58%,29%,8%,68%,8%,24%,8%,24%
Netherlands - Eerste Divisie,FC Volendam,38.0,3.55,97%,92%,76%,53%,29%,5%,63%,32%,8%,29%,5%
Netherlands - Eerste Divisie,Jong AZ,38.0,3.47,95%,82%,68%,45%,34%,21%,68%,21%,16%,16%,11%
Netherlands - Eerste Divisie,Vitesse Arnhem,38.0,3.34,97%,84%,66%,45%,18%,13%,58%,21%,24%,18%,21%
Netherlands - Eerste Divisie,De Graafschap,38.0,3.24,95%,89%,66%,47%,18%,5%,63%,24%,18%,18%,13%
Netherlands - Eerste Divisie,FC Eindhoven,38.0,3.21,95%,87%,63%,42%,18%,13%,47%,32%,26%,26%,21%
Netherlands - Eerste Divisie,ADO Den Haag,38.0,3.05,97%,84%,58%,26%,18%,11%,66%,24%,13%,21%,11%
Netherlands - Eerste Divisie,Telstar,38.0,3.05,95%,79%,66%,42%,18%,5%,47%,39%,18%,34%,13%
Netherlands - Eerste Divisie,FC Dordrecht,38.0,3.03,97%,82%,63%,39%,18%,3%,50%,34%,18%,32%,16%
Netherlands - Eerste Divisie,Helmond Sport,38.0,3.0,95%,79%,63%,39%,18%,3%,66%,18%,21%,13%,16%
Netherlands - Eerste Divisie,Jong Utrecht,38.0,2.97,92%,87%,55%,37%,16%,8%,55%,11%,42%,3%,34%
Netherlands - Eerste Divisie,VVV,38.0,2.97,89%,74%,58%,42%,21%,5%,50%,18%,42%,8%,32%
Netherlands - Eerste Divisie,Excelsior,38.0,2.95,95%,82%,58%,39%,18%,3%,55%,37%,13%,32%,8%
Netherlands - Eerste Divisie,MVV Maastricht,38.0,2.92,89%,71%,55%,42%,26%,5%,50%,24%,37%,13%,26%
Netherlands - Eerste Divisie,FC Emmen,38.0,2.87,97%,84%,61%,24%,13%,8%,47%,26%,29%,24%,26%
Netherlands - Eerste Divisie,Roda JC,38.0,2.79,89%,74%,55%,32%,21%,5%,55%,29%,26%,18%,16%
Netherlands - Eerste Divisie,Cambuur,38.0,2.76,97%,68%,47%,32%,21%,8%,45%,39%,18%,37%,16%
Netherlands - Eerste Divisie,FC Den Bosch,38.0,2.66,87%,71%,53%,32%,16%,8%,42%,37%,34%,24%,21%
Netherlands - Eerste Divisie,TOP Oss,38.0,2.42,89%,74%,42%,29%,5%,3%,42%,21%,47%,11%,37%
Netherlands - Eerste Divisie,Jong Ajax,38.0,2.34,89%,71%,47%,18%,5%,3%,39%,26%,45%,16%,34%
Northern Ireland - NIFL Premiership,Loughgall,38.0,3.18,95%,82%,63%,50%,18%,8%,53%,13%,39%,8%,34%
Northern Ireland - NIFL Premiership,Coleraine,38.0,2.76,95%,82%,58%,26%,11%,5%,58%,29%,18%,24%,13%
Northern Ireland - NIFL Premiership,Ballymena Utd,38.0,2.66,97%,66%,47%,29%,18%,5%,45%,24%,34%,21%,32%
Northern Ireland - NIFL Premiership,Crusaders,38.0,2.63,97%,68%,53%,34%,8%,3%,47%,29%,26%,26%,24%
Northern Ireland - NIFL Premiership,Cliftonville,38.0,2.61,92%,76%,47%,29%,13%,3%,42%,34%,32%,26%,24%
Northern Ireland - NIFL Premiership,Dungannon,38.0,2.61,100%,71%,42%,29%,16%,3%,45%,34%,21%,34%,21%
Northern Ireland - NIFL Premiership,Linfield,38.0,2.55,95%,71%,55%,26%,5%,3%,42%,47%,16%,42%,11%
Northern Ireland - NIFL Premiership,Portadown,38.0,2.45,100%,76%,42%,21%,5%,0%,47%,32%,21%,32%,21%
Northern Ireland - NIFL Premiership,Carrick Rangers,38.0,2.39,84%,68%,53%,26%,8%,0%,45%,26%,45%,11%,29%
Northern Ireland - NIFL Premiership,Glenavon,38.0,2.34,92%,71%,37%,21%,8%,5%,37%,26%,45%,18%,37%
Northern Ireland - NIFL Premiership,Glentoran,38.0,2.26,87%,66%,42%,21%,8%,3%,42%,37%,34%,24%,21%
Northern Ireland - NIFL Premiership,Larne,38.0,2.08,92%,66%,34%,13%,3%,0%,50%,29%,29%,21%,21%
Norway - Eliteserien,Viking,15.0,3.73,93%,73%,67%,60%,33%,27%,67%,33%,7%,27%,0%
Norway - Eliteserien,Stromsgodset,12.0,3.33,100%,92%,75%,33%,33%,0%,50%,8%,42%,8%,42%
Norway - Eliteserien,Bodo/Glimt,11.0,3.27,100%,91%,82%,36%,9%,9%,45%,55%,0%,55%,0%
Norway - Eliteserien,Bryne,12.0,3.25,100%,92%,58%,33%,25%,8%,67%,8%,25%,8%,25%
Norway - Eliteserien,Brann,14.0,3.21,93%,86%,71%,36%,21%,14%,57%,21%,29%,14%,21%
Norway - Eliteserien,Sandefjord,12.0,3.17,100%,83%,67%,50%,17%,0%,50%,42%,8%,42%,8%
Norway - Eliteserien,Haugesund,13.0,3.0,85%,69%,62%,54%,23%,8%,38%,15%,62%,0%,46%
Norway - Eliteserien,Tromso,12.0,3.0,100%,58%,58%,42%,17%,8%,58%,33%,8%,33%,8%
Norway - Eliteserien,HamKam,12.0,2.92,92%,92%,58%,25%,8%,8%,58%,17%,33%,8%,25%
Norway - Eliteserien,KFUM Oslo,12.0,2.92,92%,75%,58%,50%,17%,0%,58%,17%,33%,8%,25%
Norway - Eliteserien,Valerenga,13.0,2.77,100%,92%,38%,23%,15%,8%,62%,23%,15%,23%,15%
Norway - Eliteserien,Sarpsborg 08,12.0,2.75,92%,83%,50%,42%,8%,0%,67%,25%,17%,17%,8%
Norway - Eliteserien,Kristiansund,14.0,2.71,93%,71%,50%,29%,21%,7%,64%,14%,29%,7%,21%
Norway - Eliteserien,Molde,13.0,2.62,92%,69%,62%,23%,15%,0%,38%,23%,46%,15%,38%
Norway - Eliteserien,Fredrikstad,13.0,2.23,92%,62%,31%,15%,8%,8%,31%,38%,38%,31%,31%
Norway - Eliteserien,Rosenborg,14.0,2.07,86%,71%,29%,14%,7%,0%,36%,50%,29%,36%,14%
Norway - 1st Division,Moss,13.0,3.77,100%,100%,77%,46%,31%,23%,54%,15%,31%,15%,31%
Norway - 1st Division,Kongsvinger,13.0,3.69,100%,100%,77%,54%,23%,15%,69%,23%,8%,23%,8%
Norway - 1st Division,Egersund,12.0,3.67,100%,83%,58%,50%,33%,25%,67%,17%,17%,17%,17%
Norway - 1st Division,Mjondalen,13.0,3.62,92%,85%,69%,69%,38%,8%,69%,8%,31%,0%,23%
Norway - 1st Division,Skeid,13.0,3.38,100%,92%,62%,38%,31%,8%,92%,0%,8%,0%,8%
Norway - 1st Division,Sogndal,13.0,3.38,92%,85%,69%,38%,31%,15%,69%,31%,8%,23%,0%
Norway - 1st Division,Raufoss,13.0,3.23,92%,77%,54%,54%,31%,8%,77%,15%,15%,8%,8%
Norway - 1st Division,Stabaek,13.0,3.15,100%,77%,62%,46%,15%,15%,62%,23%,15%,23%,15%
Norway - 1st Division,Start,13.0,3.15,92%,85%,69%,38%,23%,8%,77%,23%,8%,15%,0%
Norway - 1st Division,Ranheim,13.0,3.08,100%,85%,69%,23%,15%,8%,62%,8%,31%,8%,31%
Norway - 1st Division,Hodd,13.0,3.0,100%,85%,54%,38%,8%,8%,69%,8%,23%,8%,23%
Norway - 1st Division,Asane,13.0,2.69,92%,85%,54%,23%,15%,0%,69%,8%,31%,0%,23%
Norway - 1st Division,Lillestrom,13.0,2.69,92%,69%,54%,38%,8%,8%,31%,69%,8%,62%,0%
Norway - 1st Division,Aalesund,12.0,2.67,83%,75%,50%,33%,8%,8%,58%,33%,25%,17%,8%
Norway - 1st Division,Odd,13.0,2.62,100%,77%,46%,31%,8%,0%,69%,15%,15%,15%,15%
Norway - 1st Division,Lyn,13.0,2.54,100%,77%,54%,15%,8%,0%,62%,8%,31%,8%,31%
Norway - Division 3,Brattvag,13.0,4.54,100%,92%,85%,54%,54%,38%,85%,8%,8%,8%,8%
Norway - Division 3,Brann B,13.0,4.31,100%,100%,85%,46%,38%,31%,77%,0%,23%,0%,23%
Norway - Division 3,V. Haugesund,13.0,3.92,100%,100%,77%,38%,23%,23%,92%,0%,8%,0%,8%
Norway - Division 3,Flekkeroy,13.0,3.77,92%,85%,62%,46%,31%,31%,62%,15%,31%,8%,23%
Norway - Division 3,Sandnes Ulf,13.0,3.77,92%,92%,85%,54%,23%,23%,77%,23%,8%,15%,0%
Norway - Division 3,Sandviken,13.0,3.54,100%,100%,77%,31%,15%,15%,92%,0%,8%,0%,8%
Norway - Division 3,Arendal,13.0,3.23,100%,85%,38%,31%,31%,31%,85%,8%,8%,8%,8%
Norway - Division 3,Jerv,13.0,3.23,100%,100%,69%,31%,23%,0%,85%,8%,8%,8%,8%
Norway - Division 3,Eik Tonsberg,13.0,3.08,92%,92%,46%,38%,15%,8%,62%,31%,15%,23%,8%
Norway - Division 3,Sotra,13.0,3.0,92%,92%,62%,31%,8%,8%,62%,38%,8%,31%,0%
Norway - Division 3,Notodden,13.0,2.77,92%,85%,62%,31%,8%,0%,62%,23%,23%,15%,15%
Norway - Division 3,Pors Grenland,13.0,2.77,92%,85%,46%,15%,15%,8%,69%,23%,15%,15%,8%
Norway - Division 3,Lysekloster,13.0,2.69,69%,69%,69%,23%,15%,8%,62%,38%,31%,8%,0%
Norway - Division 3,Traef,13.0,2.62,100%,85%,46%,8%,8%,8%,62%,8%,31%,8%,31%
North Macedonia - First League,Brera Strumica,33.0,2.94,94%,82%,55%,36%,15%,6%,58%,18%,30%,12%,24%
North Macedonia - First League,Shkupi,33.0,2.85,91%,79%,55%,33%,15%,9%,55%,24%,30%,15%,21%
North Macedonia - First League,Shkendija,33.0,2.7,88%,73%,48%,30%,15%,12%,52%,45%,15%,33%,3%
North Macedonia - First League,Voska Sport,33.0,2.67,94%,79%,55%,24%,9%,6%,39%,12%,55%,6%,48%
North Macedonia - First League,Besa,33.0,2.64,88%,64%,52%,33%,27%,0%,48%,21%,42%,9%,30%
North Macedonia - First League,Struga,33.0,2.36,91%,67%,36%,24%,15%,3%,52%,36%,21%,27%,12%
North Macedonia - First League,Sileks,33.0,2.3,82%,64%,42%,24%,15%,3%,39%,55%,24%,36%,6%
North Macedonia - First League,Vardar,33.0,2.24,88%,67%,39%,24%,6%,0%,39%,39%,33%,27%,21%
North Macedonia - First League,Gostivar,33.0,2.12,82%,67%,42%,18%,3%,0%,39%,42%,36%,24%,18%
North Macedonia - First League,Pelister,33.0,1.94,82%,48%,36%,18%,9%,0%,33%,42%,42%,24%,24%
North Macedonia - First League,Rabotnicki,33.0,1.79,79%,55%,27%,12%,6%,0%,36%,48%,36%,27%,15%
North Macedonia - First League,Tikves,33.0,1.7,79%,45%,27%,12%,3%,3%,36%,33%,52%,12%,30%
Paraguay - Primera Div. - Apertura,D. Recoleta,22.0,2.73,91%,82%,50%,32%,9%,5%,68%,18%,23%,9%,14%
Paraguay - Primera Div. - Apertura,Cerro Porteno,22.0,2.32,91%,64%,41%,23%,5%,5%,55%,32%,23%,23%,14%
Paraguay - Primera Div. - Apertura,Guarani,22.0,2.32,91%,68%,55%,18%,0%,0%,50%,32%,27%,23%,18%
Paraguay - Primera Div. - Apertura,Nacional,22.0,2.32,95%,64%,45%,18%,5%,5%,50%,27%,27%,23%,23%
Paraguay - Primera Div. - Apertura,Libertad,22.0,2.27,91%,64%,36%,18%,9%,5%,45%,50%,14%,41%,5%
Paraguay - Primera Div. - Apertura,Olimpia,22.0,2.23,86%,68%,45%,14%,5%,5%,59%,27%,27%,14%,14%
Paraguay - Primera Div. - Apertura,S. Trinidense,22.0,2.23,95%,73%,32%,14%,5%,5%,68%,23%,14%,18%,9%
Paraguay - Primera Div. - Apertura,A. Tembetary,22.0,2.18,91%,64%,32%,14%,9%,5%,55%,23%,32%,14%,23%
Paraguay - Primera Div. - Apertura,G. Caballero,22.0,2.05,86%,50%,36%,18%,9%,5%,36%,36%,41%,23%,27%
Paraguay - Primera Div. - Apertura,S. Ameliano,22.0,1.95,82%,59%,32%,18%,5%,0%,41%,32%,45%,14%,27%
Paraguay - Primera Div. - Apertura,2 de Mayo,22.0,1.86,86%,68%,18%,9%,5%,0%,55%,23%,36%,9%,23%
Paraguay - Primera Div. - Apertura,S. Luqueno,22.0,1.73,77%,50%,32%,14%,0%,0%,36%,36%,50%,14%,27%
Paraguay - Primera Div. - Clausura,D. Recoleta,1.0,6.0,100%,100%,100%,100%,100%,100%,100%,0%,0%,0%,0%
Paraguay - Primera Div. - Clausura,S. Trinidense,1.0,6.0,100%,100%,100%,100%,100%,100%,100%,0%,0%,0%,0%
Paraguay - Primera Div. - Clausura,2 de Mayo,1.0,4.0,100%,100%,100%,100%,0%,0%,100%,0%,0%,0%,0%
Paraguay - Primera Div. - Clausura,Cerro Porteno,1.0,4.0,100%,100%,100%,100%,0%,0%,100%,0%,0%,0%,0%
Paraguay - Primera Div. - Clausura,G. Caballero,1.0,4.0,100%,100%,100%,100%,0%,0%,100%,0%,0%,0%,0%
Paraguay - Primera Div. - Clausura,Guarani,1.0,4.0,100%,100%,100%,100%,0%,0%,100%,0%,0%,0%,0%
Paraguay - Primera Div. - Clausura,Nacional,1.0,2.0,100%,100%,0%,0%,0%,0%,100%,0%,0%,0%,0%
Paraguay - Primera Div. - Clausura,Olimpia,1.0,2.0,100%,100%,0%,0%,0%,0%,100%,0%,0%,0%,0%
Paraguay - Primera Div. - Clausura,A. Tembetary,1.0,1.0,100%,0%,0%,0%,0%,0%,0%,0%,100%,0%,100%
Paraguay - Primera Div. - Clausura,Libertad,1.0,1.0,100%,0%,0%,0%,0%,0%,0%,0%,100%,0%,100%
Paraguay - Primera Div. - Clausura,S. Ameliano,1.0,1.0,100%,0%,0%,0%,0%,0%,0%,100%,0%,100%,0%
Paraguay - Primera Div. - Clausura,S. Luqueno,1.0,1.0,100%,0%,0%,0%,0%,0%,0%,100%,0%,100%,0%
Paraguay - Division Intermedia,Resistencia,16.0,3.13,100%,81%,56%,31%,19%,19%,81%,12%,6%,12%,6%
Paraguay - Division Intermedia,Guarani de Fram,16.0,2.75,94%,88%,44%,25%,19%,6%,81%,6%,19%,0%,12%
Paraguay - Division Intermedia,C. River Plate,16.0,2.63,94%,75%,44%,31%,12%,6%,50%,25%,31%,19%,25%
Paraguay - Division Intermedia,12 de Junio VH,16.0,2.19,94%,62%,44%,19%,0%,0%,44%,50%,12%,44%,6%
Paraguay - Division Intermedia,Pastoreo,16.0,2.19,94%,69%,25%,19%,6%,6%,50%,19%,38%,12%,31%
Paraguay - Division Intermedia,D. Santani,16.0,2.06,88%,56%,38%,12%,6%,6%,38%,19%,56%,6%,44%
Paraguay - Division Intermedia,Encarnacion,16.0,2.06,88%,62%,38%,12%,6%,0%,50%,31%,31%,19%,19%
Paraguay - Division Intermedia,Independiente,16.0,2.06,94%,69%,38%,6%,0%,0%,44%,31%,31%,25%,25%
Paraguay - Division Intermedia,San Lorenzo,16.0,2.06,100%,75%,31%,0%,0%,0%,44%,38%,19%,38%,19%
Paraguay - Division Intermedia,Tacuary,16.0,2.06,94%,56%,38%,19%,0%,0%,44%,31%,31%,25%,25%
Paraguay - Division Intermedia,Rubio Nu,16.0,2.0,81%,50%,31%,19%,6%,6%,38%,56%,25%,38%,6%
Paraguay - Division Intermedia,S. Carapegua,16.0,2.0,81%,75%,31%,12%,0%,0%,56%,44%,19%,25%,0%
Paraguay - Division Intermedia,D. Capiata,16.0,1.94,88%,56%,31%,12%,6%,0%,38%,50%,25%,38%,12%
Paraguay - Division Intermedia,Guairena,16.0,1.88,94%,56%,19%,12%,6%,0%,31%,31%,44%,25%,38%
Paraguay - Division Intermedia,F. de la Mora,16.0,1.75,81%,56%,31%,6%,0%,0%,50%,19%,50%,0%,31%
Paraguay - Division Intermedia,Sol de America,16.0,1.75,75%,62%,25%,12%,0%,0%,38%,31%,56%,6%,31%
Peru - Liga 1 - Apertura,ADT,17.0,3.12,94%,82%,65%,41%,18%,6%,59%,18%,29%,12%,24%
Peru - Liga 1 - Apertura,Cienciano,17.0,3.12,88%,76%,59%,47%,29%,6%,76%,18%,18%,6%,6%
Peru - Liga 1 - Apertura,Sport Boys,17.0,3.12,100%,82%,65%,41%,12%,12%,65%,12%,24%,12%,24%
Peru - Liga 1 - Apertura,S. Cristal,17.0,3.06,100%,76%,59%,41%,29%,0%,59%,24%,18%,24%,18%
Peru - Liga 1 - Apertura,Binacional,17.0,3.0,100%,88%,53%,35%,18%,6%,65%,24%,12%,24%,12%
Peru - Liga 1 - Apertura,Cajamarca,17.0,3.0,94%,76%,53%,29%,24%,18%,47%,18%,41%,12%,35%
Peru - Liga 1 - Apertura,Cusco,17.0,3.0,88%,76%,65%,29%,24%,18%,59%,24%,29%,12%,18%
Peru - Liga 1 - Apertura,Universitario,17.0,2.94,100%,82%,41%,41%,24%,6%,35%,47%,18%,47%,18%
Peru - Liga 1 - Apertura,Los Chankas,17.0,2.88,94%,88%,65%,29%,6%,6%,82%,6%,18%,0%,12%
Peru - Liga 1 - Apertura,A. Huanuco,17.0,2.82,88%,76%,47%,41%,24%,6%,53%,24%,35%,12%,24%
Peru - Liga 1 - Apertura,Comerciantes U.,17.0,2.76,100%,88%,47%,24%,12%,6%,53%,12%,35%,12%,35%
Peru - Liga 1 - Apertura,Juan Pablo II,17.0,2.76,94%,71%,47%,35%,18%,12%,35%,24%,47%,18%,41%
Peru - Liga 1 - Apertura,FBC Melgar,17.0,2.71,100%,82%,53%,24%,12%,0%,71%,24%,6%,24%,6%
Peru - Liga 1 - Apertura,Alianza A.,17.0,2.65,94%,71%,53%,24%,18%,6%,47%,41%,18%,35%,12%
Peru - Liga 1 - Apertura,D. Garcilaso,18.0,2.61,89%,67%,61%,33%,11%,0%,44%,33%,33%,22%,22%
Peru - Liga 1 - Apertura,Atletico Grau,17.0,2.59,88%,82%,41%,18%,12%,12%,47%,35%,29%,24%,18%
Peru - Liga 1 - Apertura,Sport Huancayo,17.0,2.41,94%,59%,53%,24%,6%,6%,47%,35%,24%,29%,18%
Peru - Liga 1 - Apertura,Ayacucho,17.0,2.35,94%,65%,41%,18%,18%,0%,47%,18%,41%,12%,35%
Peru - Liga 1 - Apertura,Alianza Lima,17.0,2.0,94%,53%,29%,12%,6%,6%,29%,59%,18%,53%,12%
Philippines - PFL,Mendiola,18.0,5.5,100%,94%,94%,78%,61%,44%,44%,6%,50%,6%,50%
